Audio File,Transcription (Uppercase),Transcription (List of Words)
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11430_English.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11431_English.wav,,[]
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11432_English.wav, GOAL! GOAL! OKAY.,"['GOAL!', 'GOAL!', 'OKAY.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11433_English.wav," OKAY, SEE THE STORY START REALLY.","['OKAY,', 'SEE', 'THE', 'STORY', 'START', 'REALLY.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11434_English.wav," ONE DAY THE ORANGUTAN IS SITTING ON THE TREE, RIGHT?","['ONE', 'DAY', 'THE', 'ORANGUTAN', 'IS', 'SITTING', 'ON', 'THE', 'TREE,', 'RIGHT?']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11435_English.wav, GREAT.,['GREAT.']
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11436_English.wav, BYE.,['BYE.']
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11437_English.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11438_English.wav, HE HEARD SOME SOUND.,"['HE', 'HEARD', 'SOME', 'SOUND.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11439_English.wav," BEAT THE PEPPER, BEAT THE PEPPER.","['BEAT', 'THE', 'PEPPER,', 'BEAT', 'THE', 'PEPPER.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11441_English.wav,ありがとうございました,['ありがとうございました']
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11442_English.wav, ESO ES BUENO.,"['ESO', 'ES', 'BUENO.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11443_English.wav, IT'S RAINING.,"[""IT'S"", 'RAINING.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11445_English.wav," OH, HOW THAT'S ANNOYING.","['OH,', 'HOW', ""THAT'S"", 'ANNOYING.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11446_English.wav," WHEN HE LEAVES HERE,","['WHEN', 'HE', 'LEAVES', 'HERE,']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11447_English.wav, HEAD UP TO THE SKY.,"['HEAD', 'UP', 'TO', 'THE', 'SKY.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11448_English.wav, AND THEN WHAT DROPPED ON YOU?,"['AND', 'THEN', 'WHAT', 'DROPPED', 'ON', 'YOU?']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11449_English.wav," WHAT DOES MY COLLEAGUE DO AT OUR NEW DRAG AND TRADE WORKSHOP AND INTERNET? HE'S THE RAPIST FOR TRANSGESETZT TELEVISION SHOWS AND SHOWS ON68. AB WILDERNESS FANS, WOULD YOU LIKE TO SEE AيAND DESPOUSE ME? IF YOU LIKED IT, SUBSCRIBE, YES.","['WHAT', 'DOES', 'MY', 'COLLEAGUE', 'DO', 'AT', 'OUR', 'NEW', 'DRAG', 'AND', 'TRADE', 'WORKSHOP', 'AND', 'INTERNET?', ""HE'S"", 'THE', 'RAPIST', 'FOR', 'TRANSGESETZT', 'TELEVISION', 'SHOWS', 'AND', 'SHOWS', 'ON68.', 'AB', 'WILDERNESS', 'FANS,', 'WOULD', 'YOU', 'LIKE', 'TO', 'SEE', 'AيAND', 'DESPOUSE', 'ME?', 'IF', 'YOU', 'LIKED', 'IT,', 'SUBSCRIBE,', 'YES.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11451_English.wav, WHAT? WHAT? WHAT? WHAT?,"['WHAT?', 'WHAT?', 'WHAT?', 'WHAT?']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11452_English.wav, WHAT DOES THIS MEAN?,"['WHAT', 'DOES', 'THIS', 'MEAN?']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11453_English.wav," OH, WAIT.","['OH,', 'WAIT.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11454_English.wav, A DRONE?,"['A', 'DRONE?']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11455_English.wav, NO!,['NO!']
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11456_English.wav," NO, JOV, REALLY, IT'S NOT-","['NO,', 'JOV,', 'REALLY,', ""IT'S"", 'NOT-']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11458_English.wav, YA... ADOBE PLUGINS,"['YA...', 'ADOBE', 'PLUGINS']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11459_English.wav," YEAH, I LIKE THE MC MC SPIDER","['YEAH,', 'I', 'LIKE', 'THE', 'MC', 'MC', 'SPIDER']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11460_English.wav, I HOPE TO SEE YOU IN THE NEXT VIDEO.,"['I', 'HOPE', 'TO', 'SEE', 'YOU', 'IN', 'THE', 'NEXT', 'VIDEO.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11463_English.wav," YOU'RE A LUCY, LUCY SPIDER.","[""YOU'RE"", 'A', 'LUCY,', 'LUCY', 'SPIDER.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11464_English.wav, WE'RE ALL OUV FIRSTLY HERZ URGENTLY WE'RE ALL OUV GDATIE,"[""WE'RE"", 'ALL', 'OUV', 'FIRSTLY', 'HERZ', 'URGENTLY', ""WE'RE"", 'ALL', 'OUV', 'GDATIE']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11465_English.wav, CLIMB UP THE WATER SEBAB,"['CLIMB', 'UP', 'THE', 'WATER', 'SEBAB']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11466_English.wav," DOWN IN THE RAIN, WASHED HIS BED OUT.","['DOWN', 'IN', 'THE', 'RAIN,', 'WASHED', 'HIS', 'BED', 'OUT.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11467_English.wav, RIGHT.,['RIGHT.']
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11468_English.wav, CORRECT.,['CORRECT.']
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11469_English.wav, LET'S SEE WHAT HAPPENS NEXT.,"[""LET'S"", 'SEE', 'WHAT', 'HAPPENS', 'NEXT.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11470_Mandarin.wav,下雨了,['下雨了']
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11471_Mandarin.wav, SE VOCÊ...,"['SE', 'VOCÊ...']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11472_English.wav," OH, THIS IS RIGHT.","['OH,', 'THIS', 'IS', 'RIGHT.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11473_English.wav, IT STARTED TO RAIN.,"['IT', 'STARTED', 'TO', 'RAIN.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11474_English.wav, IS IT A BIG THUNDERSTORM OR?,"['IS', 'IT', 'A', 'BIG', 'THUNDERSTORM', 'OR?']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11475_English.wav, MORE SCALLION.,"['MORE', 'SCALLION.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11476_English.wav," OH, SMALL TIME. THAT'S NOT.","['OH,', 'SMALL', 'TIME.', ""THAT'S"", 'NOT.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11477_English.wav," OUI, OUI.","['OUI,', 'OUI.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11478_English.wav, DESCULPA.,['DESCULPA.']
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11479_English.wav, IT IS DRIZZLY.,"['IT', 'IS', 'DRIZZLY.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11480_English.wav, NÓS PAGAMOS EM VIZINHOS,"['NÓS', 'PAGAMOS', 'EM', 'VIZINHOS']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11481_English.wav, OH LOOK IT'S DRIZLY,"['OH', 'LOOK', ""IT'S"", 'DRIZLY']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11482_English.wav, AND THEN.,"['AND', 'THEN.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11483_English.wav,,[]
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11484_English.wav," SPREAD, SPREAD, SPREAD.","['SPREAD,', 'SPREAD,', 'SPREAD.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11485_English.wav,,[]
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11486_English.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11487_English.wav, SHE GOES BACK.,"['SHE', 'GOES', 'BACK.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11488_English.wav, I WONDER WHAT HE'S GOING TO DO WHEN HE GETS HOME.,"['I', 'WONDER', 'WHAT', ""HE'S"", 'GOING', 'TO', 'DO', 'WHEN', 'HE', 'GETS', 'HOME.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11489_English.wav, I'LL TAKE ANOTHER.,"[""I'LL"", 'TAKE', 'ANOTHER.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11490_English.wav,ひんどりー,['ひんどりー']
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11491_English.wav," YES, HE'S GOING TO TAKE THE LEAD.","['YES,', ""HE'S"", 'GOING', 'TO', 'TAKE', 'THE', 'LEAD.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11492_English.wav, SO HE WENT TO THE BOOTH AND HE TOOK A LEAF AND THEN WHAT DID HE DO?,"['SO', 'HE', 'WENT', 'TO', 'THE', 'BOOTH', 'AND', 'HE', 'TOOK', 'A', 'LEAF', 'AND', 'THEN', 'WHAT', 'DID', 'HE', 'DO?']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11493_English.wav, YOU COVER IT WITH HIS HAIR.,"['YOU', 'COVER', 'IT', 'WITH', 'HIS', 'HAIR.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11494_English.wav, ARE WE ON HIS HEAD RIGHT?,"['ARE', 'WE', 'ON', 'HIS', 'HEAD', 'RIGHT?']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11495_English.wav, HIT RIGHT,"['HIT', 'RIGHT']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11496_English.wav, C'EST PAS TOUT.,"[""C'EST"", 'PAS', 'TOUT.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11497_English.wav,,[]
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11498_English.wav, E' A DIOS!,"[""E'"", 'A', 'DIOS!']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11499_English.wav," IT DOES, OH YEAH!","['IT', 'DOES,', 'OH', 'YEAH!']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11500_English.wav, SO YOU COVER,"['SO', 'YOU', 'COVER']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11501_English.wav, EU NÃO VOU ME ENGANAR AQUI.,"['EU', 'NÃO', 'VOU', 'ME', 'ENGANAR', 'AQUI.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11502_English.wav, GRACIAS.,['GRACIAS.']
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11503_English.wav, YOU DID IT.,"['YOU', 'DID', 'IT.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11504_English.wav," NO, I DON'T.","['NO,', 'I', ""DON'T.""]"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11505_English.wav, I DON'T WANT ANY.,"['I', ""DON'T"", 'WANT', 'ANY.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11506_English.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11507_English.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11508_English.wav," YES, MANU.","['YES,', 'MANU.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11509_English.wav, OKAY.,['OKAY.']
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11510_English.wav, I DON'T WANT TO GO.,"['I', ""DON'T"", 'WANT', 'TO', 'GO.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11511_English.wav," YES, IT'S FANTASTIC.","['YES,', ""IT'S"", 'FANTASTIC.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11512_English.wav," PAPA, I SEE A DOOR.","['PAPA,', 'I', 'SEE', 'A', 'DOOR.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11513_English.wav," É, SEDUZ.","['É,', 'SEDUZ.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11515_English.wav, THEN,['THEN']
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11516_English.wav, AND COVER HIS HEAD WITH THE KNEE.,"['AND', 'COVER', 'HIS', 'HEAD', 'WITH', 'THE', 'KNEE.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11517_English.wav, BUT THE HISTORY OF,"['BUT', 'THE', 'HISTORY', 'OF']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11518_English.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11519_English.wav, YEAH. YES. LET'S SEE WHAT HAPPENS.,"['YEAH.', 'YES.', ""LET'S"", 'SEE', 'WHAT', 'HAPPENS.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11520_English.wav, SEE WHAT HAPPENED,"['SEE', 'WHAT', 'HAPPENED']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11521_English.wav, BECAUSE YOU SIT DOWN IN THE...,"['BECAUSE', 'YOU', 'SIT', 'DOWN', 'IN', 'THE...']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11522_English.wav, RUDE!,['RUDE!']
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11523_English.wav, 받아놔,['받아놔']
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11524_English.wav, THIS ONE IS SORT OF A PUDDLE RIGHT?,"['THIS', 'ONE', 'IS', 'SORT', 'OF', 'A', 'PUDDLE', 'RIGHT?']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11525_English.wav, OH DEAR.,"['OH', 'DEAR.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11526_English.wav," WHAT'S ALL I'M DOING, NATE?","[""WHAT'S"", 'ALL', ""I'M"", 'DOING,', 'NATE?']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11527_English.wav, THE RAIN IS STILL GOING ON.,"['THE', 'RAIN', 'IS', 'STILL', 'GOING', 'ON.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11530_English.wav, OBRIGADO.,['OBRIGADO.']
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11531_English.wav, SO THE ORANGUTAN RAN TO THE,"['SO', 'THE', 'ORANGUTAN', 'RAN', 'TO', 'THE']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11532_English.wav, ANOTHER BUSH TO TAKE A,"['ANOTHER', 'BUSH', 'TO', 'TAKE', 'A']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11533_English.wav," AMIGO, AMIGO.","['AMIGO,', 'AMIGO.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11534_English.wav, BUNU,['BUNU']
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11535_English.wav, A BIGGER BIGGER,"['A', 'BIGGER', 'BIGGER']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11536_English.wav, YES. AND HE...,"['YES.', 'AND', 'HE...']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11537_English.wav," YES, AND HE...","['YES,', 'AND', 'HE...']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11538_English.wav,,[]
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11539_English.wav, HE THREW THE SMALL LITTLE LEAF ON THE FLOOR.,"['HE', 'THREW', 'THE', 'SMALL', 'LITTLE', 'LEAF', 'ON', 'THE', 'FLOOR.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11540_English.wav, JADI DIA AMBIL KECIL-KECIL DAN KEMUDIAN APA YANG DIA BUAT?,"['JADI', 'DIA', 'AMBIL', 'KECIL-KECIL', 'DAN', 'KEMUDIAN', 'APA', 'YANG', 'DIA', 'BUAT?']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11541_English.wav, OH HE COVERED HIS HEAD AGAIN!,"['OH', 'HE', 'COVERED', 'HIS', 'HEAD', 'AGAIN!']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11542_English.wav,,[]
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11543_English.wav, YEAH.,['YEAH.']
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11544_English.wav, AFTER HE GOT,"['AFTER', 'HE', 'GOT']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11545_English.wav,,[]
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11546_English.wav, BECAUSE...,['BECAUSE...']
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11547_English.wav, IS THAT YOU WIN.,"['IS', 'THAT', 'YOU', 'WIN.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11548_English.wav, ¡WOW!,['¡WOW!']
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11551_English.wav, DUIT,['DUIT']
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11552_English.wav,,[]
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11553_English.wav, OH.,['OH.']
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11554_English.wav, TEŞEKKÜR EDERIM.,"['TEŞEKKÜR', 'EDERIM.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11555_English.wav,,[]
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11556_English.wav, ¿NO? ¿SÍ?,"['¿NO?', '¿SÍ?']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11557_English.wav, ONE.,['ONE.']
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11558_English.wav,,[]
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11559_English.wav, TU.,['TU.']
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11560_English.wav,,[]
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11561_English.wav, NO!,['NO!']
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11562_English.wav,,[]
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11563_English.wav, NO.,['NO.']
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11564_English.wav, BOA NOITE.,"['BOA', 'NOITE.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11565_English.wav,,[]
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11566_English.wav, LINE,['LINE']
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11567_English.wav, VEM CÁ!,"['VEM', 'CÁ!']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11568_English.wav, AND ALL,"['AND', 'ALL']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11569_English.wav, WOW.,['WOW.']
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11570_English.wav,天空是能力,['天空是能力']
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11571_English.wav," NO WONDER YOU'RE SO WET, RIGHT?","['NO', 'WONDER', ""YOU'RE"", 'SO', 'WET,', 'RIGHT?']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11574_English.wav, SO WHAT DID YOU DO?,"['SO', 'WHAT', 'DID', 'YOU', 'DO?']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11575_English.wav, I WONDER WHAT SHE'S GOING TO DO NEXT.,"['I', 'WONDER', 'WHAT', ""SHE'S"", 'GOING', 'TO', 'DO', 'NEXT.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11576_English.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11577_English.wav, EVERYTHING IS GOING TO DO.,"['EVERYTHING', 'IS', 'GOING', 'TO', 'DO.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11578_English.wav,早上中午,['早上中午']
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11580_English.wav, AND THEN HE WENT TO ANOTHER BUSH.,"['AND', 'THEN', 'HE', 'WENT', 'TO', 'ANOTHER', 'BUSH.']"
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11581_English.wav, BOUCHE.,['BOUCHE.']
TTS_P26838TT_VCST_ECxxx_03_AO_38621781_v001_R007_CRR_MERLIon-CCS_segment_11582_English.wav, FOR THE BEEF ON THE FLOOR.,"['FOR', 'THE', 'BEEF', 'ON', 'THE', 'FLOOR.']"
