file_name,Transcription Zipformer,Transcription whisper
TTS_P89265TT_VCST_ECxxx_01_AO_60045252_v001_R004_CRR_MERLIon-CCS_segment_12079_English.wav,,嗯
TTS_P89265TT_VCST_ECxxx_01_AO_60045252_v001_R004_CRR_MERLIon-CCS_segment_12080_English.wav,FOR ALWAYS,喝 嗯 OK
TTS_P89265TT_VCST_ECxxx_01_AO_60045252_v001_R004_CRR_MERLIon-CCS_segment_12081_English.wav,,嗯 对
TTS_P89265TT_VCST_ECxxx_01_AO_60045252_v001_R004_CRR_MERLIon-CCS_segment_12082_English.wav,OKAY NEXT,HE NEXT
TTS_P89265TT_VCST_ECxxx_01_AO_60045252_v001_R004_CRR_MERLIon-CCS_segment_12083_English.wav,OOH,嗯
TTS_P89265TT_VCST_ECxxx_01_AO_60045252_v001_R004_CRR_MERLIon-CCS_segment_12084_English.wav,YA AMIN TERUS BERJALAN DENGAN GELAK DAN TANDA,THERE ARE MAIN CONTINUED WRITING WITH THE LIGHTNING AND
TTS_P89265TT_VCST_ECxxx_01_AO_60045252_v001_R004_CRR_MERLIon-CCS_segment_12085_English.wav,,THE ROOM
TTS_P89265TT_VCST_ECxxx_01_AO_60045252_v001_R004_CRR_MERLIon-CCS_segment_12086_English.wav,YOU SEE,USUALLY
TTS_P89265TT_VCST_ECxxx_01_AO_60045252_v001_R004_CRR_MERLIon-CCS_segment_12088_English.wav,NO,呦
TTS_P89265TT_VCST_ECxxx_01_AO_60045252_v001_R004_CRR_MERLIon-CCS_segment_12089_English.wav,SO WHAT HAPPENED,SOMEWHAT HAD BEEN
TTS_P89265TT_VCST_ECxxx_01_AO_60045252_v001_R004_CRR_MERLIon-CCS_segment_12090_English.wav,OH YOU SEE,哦 YOU SEE
TTS_P89265TT_VCST_ECxxx_01_AO_60045252_v001_R004_CRR_MERLIon-CCS_segment_12091_English.wav,AMÉM PAU MAMI,THEY ARE MADE FROM MORNING
TTS_P89265TT_VCST_ECxxx_01_AO_60045252_v001_R004_CRR_MERLIon-CCS_segment_12092_English.wav,DO YOU SEE,DO YOU SEE
TTS_P89265TT_VCST_ECxxx_01_AO_60045252_v001_R004_CRR_MERLIon-CCS_segment_12093_English.wav,MAMING IS HIDING WITH MAMI UNDER THE BED,MY MIM IS HAVING WITH MY ME AND
TTS_P89265TT_VCST_ECxxx_01_AO_60045252_v001_R004_CRR_MERLIon-CCS_segment_12094_English.wav,A BIG LEAP,嗯 嗯 啊 WE LIVE
TTS_P89265TT_VCST_ECxxx_01_AO_60045252_v001_R004_CRR_MERLIon-CCS_segment_12095_English.wav,YOU THINK AMIR IS HAPPY NOW,DO YOU THINK I MEAN THIS HAPPY NOW
TTS_P89265TT_VCST_ECxxx_01_AO_60045252_v001_R004_CRR_MERLIon-CCS_segment_12096_English.wav,YOU FEEL HAPPY WITH MUMMY RIGHT,IF YOU HAVE BEEN IN MY ME AND I
TTS_P89265TT_VCST_ECxxx_01_AO_60045252_v001_R004_CRR_MERLIon-CCS_segment_12097_English.wav,DO YOU THINK IM BEING TOO HAPPY,一 定 I MAY SEE HAPPY
TTS_P89265TT_VCST_ECxxx_01_AO_60045252_v001_R004_CRR_MERLIon-CCS_segment_12098_English.wav,WHAT,你 看
TTS_P89265TT_VCST_ECxxx_01_AO_60045252_v001_R004_CRR_MERLIon-CCS_segment_12099_English.wav,YES,YEARS
TTS_P89265TT_VCST_ECxxx_01_AO_60045252_v001_R004_CRR_MERLIon-CCS_segment_12100_English.wav,NEXT PIECE,MAKES ME
TTS_P89265TT_VCST_ECxxx_01_AO_60045252_v001_R004_CRR_MERLIon-CCS_segment_12101_English.wav,OH NO,哦
TTS_P89265TT_VCST_ECxxx_01_AO_60045252_v001_R004_CRR_MERLIon-CCS_segment_12102_English.wav,THE RAIN IS STOPPING,THE RAIN IS STOPPING
TTS_P89265TT_VCST_ECxxx_01_AO_60045252_v001_R004_CRR_MERLIon-CCS_segment_12103_English.wav,CAN YOU SEE THE RAYS OF LIGHT SHINING THROUGH,CAN YOU SEE THE RACE OF LIGHT SHINING THROUGH
TTS_P89265TT_VCST_ECxxx_01_AO_60045252_v001_R004_CRR_MERLIon-CCS_segment_12104_English.wav,,嗯
TTS_P89265TT_VCST_ECxxx_01_AO_60045252_v001_R004_CRR_MERLIon-CCS_segment_12105_English.wav,DO YOU THINK WELL SEE A RAINBOW,YOU THINK YOU SEE A WIND BALL
TTS_P89265TT_VCST_ECxxx_01_AO_60045252_v001_R004_CRR_MERLIon-CCS_segment_12106_English.wav,BECAUSE ITS AFTER THE RAIN AND THE SUNLIGHT,BECAUSE ITS AFTER THE RAIN AND THE SUNLIGHT
TTS_P89265TT_VCST_ECxxx_01_AO_60045252_v001_R004_CRR_MERLIon-CCS_segment_12107_English.wav,YOU THINK SO,YOU THINK SO
TTS_P89265TT_VCST_ECxxx_01_AO_60045252_v001_R004_CRR_MERLIon-CCS_segment_12108_English.wav,THANK YOU,嗯
TTS_P89265TT_VCST_ECxxx_01_AO_60045252_v001_R004_CRR_MERLIon-CCS_segment_12109_English.wav,,可 以
TTS_P89265TT_VCST_ECxxx_01_AO_60045252_v001_R004_CRR_MERLIon-CCS_segment_12110_English.wav,AMIN AND MUMMY LOOK HAPPY,ARMY AND MAMMY LOOKS HAPPY
TTS_P89265TT_VCST_ECxxx_01_AO_60045252_v001_R004_CRR_MERLIon-CCS_segment_12111_English.wav,YOU SEE,DO YOU SEE
TTS_P89265TT_VCST_ECxxx_01_AO_60045252_v001_R004_CRR_MERLIon-CCS_segment_12112_English.wav,THANK YOU,这 个
TTS_P89265TT_VCST_ECxxx_01_AO_60045252_v001_R004_CRR_MERLIon-CCS_segment_12113_English.wav,OOH,嗯
TTS_P89265TT_VCST_ECxxx_01_AO_60045252_v001_R004_CRR_MERLIon-CCS_segment_12114_English.wav,THATS THE END OF THE STORY,那 写 诶 NOT THE STORY
TTS_P89265TT_VCST_ECxxx_01_AO_60045252_v001_R004_CRR_MERLIon-CCS_segment_12115_English.wav,いいね,一 妹
TTS_P89265TT_VCST_ECxxx_01_AO_60045252_v001_R004_CRR_MERLIon-CCS_segment_12116_English.wav,DANS TA SOCIÉTÉ,总 的 熟 悉
TTS_P89265TT_VCST_ECxxx_01_AO_60045252_v001_R004_CRR_MERLIon-CCS_segment_12117_English.wav,THANK YOU,哈 哈
TTS_P89265TT_VCST_ECxxx_01_AO_60045252_v001_R004_CRR_MERLIon-CCS_segment_12118_English.wav,THAILAND,给 你
TTS_P89265TT_VCST_ECxxx_01_AO_60045252_v001_R004_CRR_MERLIon-CCS_segment_12119_English.wav,SYED TAN TEBUK,雪 蛋 的 不
TTS_P89265TT_VCST_ECxxx_01_AO_60045252_v001_R004_CRR_MERLIon-CCS_segment_12120_English.wav,A MÍ,A MEANING
TTS_P89265TT_VCST_ECxxx_01_AO_60045252_v001_R004_CRR_MERLIon-CCS_segment_12121_English.wav,,啊
TTS_P89265TT_VCST_ECxxx_01_AO_60045252_v001_R004_CRR_MERLIon-CCS_segment_12122_English.wav,HOLDING A PENCIL,A HOLDING A PENCIL
TTS_P89265TT_VCST_ECxxx_01_AO_60045252_v001_R004_CRR_MERLIon-CCS_segment_12123_English.wav,NICE RIGHT,那 你 选 A
TTS_P89265TT_VCST_ECxxx_01_AO_60045252_v001_R004_CRR_MERLIon-CCS_segment_12124_English.wav,ITS MY USEFUL APP ANSWER,EXCITE 学 过 呀 PENCIL
TTS_P89265TT_VCST_ECxxx_01_AO_60045252_v001_R004_CRR_MERLIon-CCS_segment_12125_English.wav,,MAY
TTS_P89265TT_VCST_ECxxx_01_AO_60045252_v001_R004_CRR_MERLIon-CCS_segment_12126_English.wav,WERE DONE,解 答 案
TTS_P89265TT_VCST_ECxxx_01_AO_60045252_v001_R004_CRR_MERLIon-CCS_segment_12128_English.wav,YEAH WERE DONE,嗯 你 呀 我 的
TTS_P89265TT_VCST_ECxxx_01_AO_60045252_v001_R004_CRR_MERLIon-CCS_segment_12129_English.wav,YAY,一
TTS_P89265TT_VCST_ECxxx_01_AO_60045252_v001_R004_CRR_MERLIon-CCS_segment_12132_English.wav,HI,你 看
TTS_P89265TT_VCST_ECxxx_01_AO_60045252_v001_R004_CRR_MERLIon-CCS_segment_12133_English.wav,YEAH,继 续
TTS_P89265TT_VCST_ECxxx_01_AO_60045252_v001_R004_CRR_MERLIon-CCS_segment_12135_English.wav,,嗯
TTS_P89265TT_VCST_ECxxx_01_AO_60045252_v001_R004_CRR_MERLIon-CCS_segment_12138_English.wav,FIRST ZOOM MEETING YOU KNOW,WHATS SWIMMINGTON YOU KNOW
TTS_P89265TT_VCST_ECxxx_01_AO_60045252_v001_R004_CRR_MERLIon-CCS_segment_12139_English.wav,THANK YOU,MY DEAR
TTS_P89265TT_VCST_ECxxx_01_AO_60045252_v001_R004_CRR_MERLIon-CCS_segment_12140_English.wav,THANK YOU,YOU CAN SEE ME
TTS_P89265TT_VCST_ECxxx_01_AO_60045252_v001_R004_CRR_MERLIon-CCS_segment_12146_English.wav,THANK YOU SO MUCH,THANK YOU SO MUCH
TTS_P89265TT_VCST_ECxxx_01_AO_60045252_v001_R004_CRR_MERLIon-CCS_segment_12147_English.wav,AND,嗯
TTS_P89265TT_VCST_ECxxx_01_AO_60045252_v001_R004_CRR_MERLIon-CCS_segment_12149_English.wav,OR LIKE,我 来
TTS_P89265TT_VCST_ECxxx_01_AO_60045252_v001_R004_CRR_MERLIon-CCS_segment_12150_English.wav,THANK YOU,啊
TTS_P89265TT_VCST_ECxxx_01_AO_60045252_v001_R004_CRR_MERLIon-CCS_segment_12151_English.wav,IT WAS A LOVELY RECORDING WE GOT TODAY,嗯 IT WAS A LOVELY RECORDING WE GOT TO BE
TTS_P89265TT_VCST_ECxxx_01_AO_60045252_v001_R004_CRR_MERLIon-CCS_segment_12152_English.wav,IT WILL REALLY BE HELPFUL IN UNDERSTANDING,HE WILL REALLY BE HELPFUL AND THE SAME
TTS_P89265TT_VCST_ECxxx_01_AO_60045252_v001_R004_CRR_MERLIon-CCS_segment_12154_English.wav,BAGAIMANA IBU BAPA SINGAPURA BERKOMUNIKASI DENGAN ANAKANAK MEREKA,好 THINK FOR YOUR PARENTS IS DIFFERENT ONE
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12155_English.wav,HOW DO I HYPE MYSELF,HOW DO I PITE MYSELF
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12156_English.wav,OH YOU CAN MOVE THE VIDEO PANEL AWAY,OH YOU CAN MOVE THE VIDEO PANEL AWAY
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12157_English.wav,OKAY OKAY,OK OK
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12158_English.wav,SO THERES LESS RISK OF DISTRACTING RIGHT YEAH,设 备 现 在 选 这 个 YES
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12159_English.wav,YEAH,先 来 提 示
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12160_English.wav,YEAH,E S
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12162_English.wav,OKEY SAYA HANYA MENGURANGINYA,HOW ARE THIS MEANING MIGHTY
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12163_English.wav,OKAY,OK
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12165_English.wav,AND,来
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12166_English.wav,SO YOU CAN START NOW,SO YOU CAME TO STAY NOW
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12167_English.wav,YEAH LOOK LOOK,YEAH NO NO
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12168_English.wav,LOOK THERES A PICTURE,LOOK AT THE PICTURE
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12169_English.wav,COME SIT DOWN WELL STOP,看 不 清 当 然 没 有 STOP
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12171_English.wav,いやー知ってん,啊 现 在
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12173_English.wav,NO YOU DONT HAVE TO SEE IT,NO HE DONT SEE
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12175_English.wav,OKAY OKAY OKAY,OK 呦 K
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12176_English.wav,OKAY OKAY OKAY,Q Q Q Q
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12177_English.wav,SEPERTI INI ANDA AKAN BERDIRI DI KAKI SAYA,JUST LIKE THIS OKAY YOU SEE EMMAS LEG
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12178_English.wav,OKAY,OK
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12179_English.wav,LOOK CAN YOU SEE THE PICTURE,LOOK CAN YOU SEE THE PICTURE
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12180_English.wav,THATS A BASTARD,THATS A BUS STAR
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12181_English.wav,AND AT THE BUS STOP THERES AN AUNTIE,呃 AT THE BUS STOP THATS ANTI
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12182_English.wav,AUNTY IS CARRYING SOME ORANGES OR TANGERINES,TWENTY IS CARRYING SOME ORANGES OR TENDERLY
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12183_English.wav,YOU DONT KNOW TANGERINE RIGHT SOMETIMES SAY ORANGES,YOU DONT TENDER MERRIED SOMETHING ORANGES
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12184_English.wav,YOU SEE THAT I MEAN JUST,联 系 的 而 你 这 些
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12185_English.wav,AND THEN THERES A WATERMELON,AND ENDLESS
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12186_Mandarin.wav,SUPER,西 瓜
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12187_English.wav,YOU,一 个
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12188_Mandarin.wav,MERCI,他 洗 花
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12189_Mandarin.wav,CEST QUOI CEST QUOI CEST QUOI QUOI ,嗯 快 写 快 写 快 快
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12190_English.wav,YEAH THIS IS,YEAH THIS IS A
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12191_Mandarin.wav,喜歡,器 官 啊
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12192_English.wav,OKAY AND THEN NEXT TO THE FIRST STOP THERES SOMETHING ELSE,CAME AND THEN NEXT TO THE STOP THERES SOMETHING AIR
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12193_English.wav,YEAH,呀
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12194_English.wav,THERE IS A TEST,THE REASON TESTS
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12195_English.wav,WHAT SOUND DOES A CAT MAKE,WHAT SONG DOES THE CAT MAKE
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12196_English.wav,MEOW MEOW,没 有 啊 没 有 啊
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12197_English.wav,AWAK PERNAH LIHAT KAKAK SAYA,DO YOU THINK I CANT BE FAR
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12198_English.wav,IT GOES MEOW,THAT GOES MAAM
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12199_English.wav,YES,YES
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12200_English.wav,OKAY,OK
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12201_English.wav,THERE CAN YOU SEE,THEN OK YOU SEE
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12202_English.wav,TERDEKAT DENGAN GERAI BUS DI BELAKANG GERAI BUS ADA GERAI GERAI BUS,THEY BUS STOP BEHIND AND FAST THERE IS A GATHER
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12203_English.wav,AND THERES A HORN AT THE GARDEN,IN THE HORN AND GARDEN
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12205_English.wav,DO YOU SEE WHATS THERE,呀
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12206_English.wav,BYE,YEAR 呢
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12207_English.wav,YES,YES
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12208_English.wav,WHY YOU DONT FIGHT INTERESTING,WHY YOU DONT FIND INTERESTING
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12209_English.wav,NO,NO
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12210_English.wav,ユシュー抱っこいい,YOU SEE DOCTOR
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12212_English.wav,ONE TWO THREE FOUR,ONE TO ME PHONE
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12213_English.wav,OH DUCKLINGS,PROGLAS
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12214_English.wav,AND CAN YOU SEE THE FROG,哎 CAN YOU SEE THE FRO
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12215_English.wav,IS IT A GREEN FROG,没 写 BRING FROM
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12216_English.wav,ITS STANDING ON A BIG LEAF,ITS STANDING ON A BIG LEAF
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12217_English.wav,ALL RIGHT,ALL RIGHT
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12218_English.wav,AND MEI MEI CAN YOU SEE BUTTERFLY WHERES THE BUTTERFLY YOU KNOW WHERES THE BUTTERFLY RIGHT,AND REMEMBER YOU SEE BUT A FLY WITHOUT A FLY NOT ABOUT THE FLY I
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12219_English.wav,CAN YOU SEE THE PURPLE BUTTERFLY,YOU SEE THE POPPLE ABOUT THE FLY
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12221_English.wav,NEXT TO THE TREE,NEXT THE TREE
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12223_English.wav,DONT DO MY HAIR,NOT MORE MINE
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12224_English.wav,YEAH,你 啊
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12225_English.wav,NO NO,NO NO
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12226_English.wav,WELL YOU,到 哪 儿
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12227_English.wav,AND,诶
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12228_English.wav,NO,I KNOW
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12229_English.wav,LIKE SOMEONE ON A BICYCLE,LETS SOMEONE ON THE BICYCLE
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12230_English.wav,ITS A GREEN BICYCLE,ITS A DREAM BICYCLE
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12232_English.wav,CAN YOU SEE A LITTLE GIRL DRINKING A PACKET OF CHRYSANTHEMUM TEA,CAN YOU SEE A LITTLE GIRL DRINKING A BUCKET OR SUNDAY MORNING
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12233_English.wav,NO YOURE NOT INTERESTED,NO YOU ARE NO INTEREST
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12235_English.wav,LOOK LOOK AT THE UMBRELLA,LOOK THE UMBRELLA
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12236_English.wav,OH,OFTEN
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12237_English.wav,THATS ALL,THE SONG
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12238_English.wav,ITS RAINING HERE CAN YOU SEE,THESRANIAN 拼 写
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12239_English.wav,WHAT DO YOU SHOW ON YOUR CV,WHAT DO YOU SOON YOU SEE ME
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12240_English.wav,HOW DO YOU TRAVEL YOUR HEAD WHEN YOU SEE ME,他 就 开 发 了 HEAVING SINGING
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12241_English.wav,WEE WEE GO AWAY,嗯 GO AWAY
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12242_English.wav,CALL AGAIN ANOTHER DAY,COME GET
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12243_English.wav,HIT THE A,MAKE THE ONE TO PLAY
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12244_English.wav,RING RING GO AWAY,RING AND RAIN GO AWAY
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12245_English.wav,OKAY,OK
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12247_English.wav,ALRIGHT I THINK WE ARE DONE,ALL RIGHT I THINK WERE DOWN
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12248_English.wav,GOOD MORNING,SOMEBODY
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12249_English.wav,OKAY ILL WAIT ALRIGHT,OKAY WAY ALL RIGHT
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12250_English.wav,,哦
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12252_English.wav,NO,嗯 那
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12253_English.wav,LOOK HERE LOOK HERE,诶 LOOK HERE LOOK HERE
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12254_English.wav,OKAY MY CAMERA IS OFF SO YOU CAN BEGIN THE PICTURE BOOK,OK MY CAMERA IS OR SO YOU CAN BEGIN THE PICTURE BOOK
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12255_English.wav,OKAY,OK
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12256_English.wav,HELLO,HELLO
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12257_English.wav,THERES A DARK CLOUD UP IN THE SKY IS IT GOING TO RAIN,THERES A DARK CLOUD UP IN THE SKY IS IT GOING TO RAIN
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12259_English.wav,WHAT ARE YOU DOING LISTENING COVER YOUR HEAD,WHAT DO YOU DO WITH THIS RAIN COVER YOUR HEAD
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12260_English.wav,NO,幺
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12261_English.wav,WE WILL FIND OUT WHAT LITTLE ORANG UTANG WILL DO WHEN THERES A STORM COMING,WELL FIND OUT WHAT LICK AUTUMN WOULD DO WHEN THERES A STORM COMING
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12263_English.wav,,呀
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12264_English.wav,CAN WE MOVE ON TO THE NEXT PAGE,啊 CAN YOU MOVE UNDER THE PICTURE
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12266_English.wav,YEAH,这 是 盐 啊
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12267_English.wav,,第 六
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12268_English.wav,THERES LITTLE AROUND TIME,练 习 惯 而 我 猜
TTS_P89265TT_VCST_ECxxx_02_AO_66329632_v001_R004_CRR_MERLIon-CCS_segment_12270_English.wav,AND OH THERE IS ONE DROP OF RAIN,AND OH THERE IS ONE JOB OF RAIN
